,encontrado,qtd_comparacoes,id_localizado,n_buscado,vetor,salto,tempo
1796,True,33,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",34,0.021445035934448242
1797,True,34,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",35,0.022121191024780273
1798,True,35,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",36,0.02276611328125
1799,True,36,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",37,0.02341318130493164
1800,True,37,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",38,0.02405714988708496
1801,True,38,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",39,0.024700164794921875
1802,True,39,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",40,0.02535414695739746
1803,True,40,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",41,0.025994300842285156
1804,True,41,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",42,0.026638031005859375
1805,True,42,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",43,0.027289152145385742
1806,True,43,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",44,0.027933120727539062
1807,True,44,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",45,0.02857804298400879
1808,True,45,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",46,0.02922511100769043
1809,True,46,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",47,0.029870986938476562
1810,True,47,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",48,0.03051614761352539
1811,True,48,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",49,0.031164169311523438
1812,True,49,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",50,0.031807899475097656
1813,True,50,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",51,0.03245210647583008
1814,True,51,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",52,0.033100128173828125
1815,True,52,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",53,0.033744096755981445
1816,True,53,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",54,0.03438711166381836
1817,True,54,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",55,0.0350341796875
1818,True,55,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",56,0.035680294036865234
1819,True,56,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",57,0.03632402420043945
1820,True,57,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",58,0.03697514533996582
1821,True,58,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",59,0.03761911392211914
1822,True,59,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",60,0.03826498985290527
1823,True,60,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",61,0.03891396522521973
1824,True,61,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",62,0.03956007957458496
1825,True,1,62,975,"[28, 29, 32, 45, 52, 72, 77, 99, 105, 127, 143, 156, 160, 165, 181, 219, 224, 231, 238, 245, 248, 267, 301, 343, 344, 401, 412, 414, 428, 431, 451, 452, 453, 470, 480, 491, 501, 546, 551, 578, 590, 593, 614, 628, 633, 651, 673, 699, 708, 773, 775, 776, 778, 784, 836, 841, 871, 891, 899, 910, 919, 929, 975, 978]",63,0.04019808769226074
1826,True,45,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",1,0.00016498565673828125
1827,True,24,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",2,0.0008080005645751953
1828,True,15,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",3,0.0014519691467285156
1829,True,13,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",4,0.002100229263305664
1830,True,9,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",5,0.0027391910552978516
1831,True,11,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",6,0.0033807754516601562
1832,True,10,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",7,0.0040280818939208984
1833,True,11,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",8,0.004670143127441406
1834,True,5,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",9,0.005312919616699219
1835,True,10,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",10,0.005959987640380859
1836,True,6,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",11,0.006601095199584961
1837,True,13,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",12,0.007241964340209961
1838,True,10,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",13,0.007885932922363281
1839,True,7,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",14,0.008531808853149414
1840,True,3,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",15,0.009174823760986328
1841,True,16,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",16,0.009818077087402344
1842,True,14,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",17,0.010462045669555664
1843,True,12,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",18,0.011102914810180664
1844,True,10,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",19,0.011745929718017578
1845,True,8,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",20,0.012391090393066406
1846,True,6,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",21,0.013033151626586914
1847,True,3,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",22,0.013834953308105469
1848,True,24,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",23,0.014577150344848633
1849,True,23,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",24,0.015262842178344727
1850,True,22,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",25,0.015925884246826172
1851,True,21,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",26,0.016582012176513672
1852,True,20,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",27,0.01723504066467285
1853,True,19,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",28,0.01789093017578125
1854,True,18,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",29,0.018542051315307617
1855,True,17,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",30,0.019192934036254883
1856,True,16,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",31,0.019842863082885742
1857,True,15,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",32,0.02049398422241211
1858,True,13,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",33,0.021144866943359375
1859,True,14,44,690,"[3, 39, 46, 70, 84, 106, 116, 151, 161, 183, 206, 236, 238, 243, 251, 253, 258, 281, 289, 291, 326, 352, 417, 425, 438, 441, 485, 497, 506, 508, 512, 513, 518, 524, 529, 538, 560, 567, 585, 596, 600, 615, 664, 677, 690, 699, 719, 740, 762, 773, 784, 796, 799, 809, 817, 860, 878, 892, 902, 915, 919, 941, 951, 963, 983]",34,0.021795988082885742
